id,target
0,0.02675
1,0.03231
2,0.02940
3,0.02376
4,0.01646
5,0.01672
6,0.03372
8,0.02353
10,0.04353
11,0.03245
12,0.02493
14,0.01592
15,0.04682
18,0.04563
21,0.02696
23,0.03201
24,0.03153
25,0.03578
27,0.03309
29,0.04551
30,0.03244
31,0.02610
32,0.03283
33,0.02690
37,0.03246
38,0.03474
39,0.07223
40,0.03004
41,0.03913
42,0.03808
44,0.02627
45,0.03408
47,0.02701
49,0.02622
51,0.02675
52,0.02429
53,0.02898
54,0.08317
55,0.03400
56,0.02981
57,0.05907
59,0.03378
60,0.04004
62,0.02339
63,0.07496
67,0.06361
68,0.01603
69,0.06790
70,0.02528
71,0.03673
73,0.04437
75,0.03640
76,0.02992
81,0.02156
82,0.03061
83,0.02487
86,0.03035
87,0.03749
88,0.02608
91,0.04979
92,0.03469
94,0.02306
97,0.02332
100,0.03759
102,0.03286
103,0.03450
105,0.03358
106,0.04594
108,0.02758
113,0.05009
114,0.04516
115,0.03138
118,0.04069
122,0.01618
124,0.03718
126,0.02827
128,0.02077
129,0.04089
130,0.07193
131,0.03562
132,0.04752
133,0.02426
134,0.04146
135,0.04000
136,0.01976
139,0.02263
140,0.02521
141,0.04114
146,0.02848
148,0.03419
151,0.02910
152,0.04302
154,0.02224
157,0.02771
158,0.01578
159,0.05488
161,0.03551
164,0.03768
165,0.06535
167,0.02677
168,0.03959
169,0.03254
171,0.03276
172,0.04053
173,0.02782
174,0.02528
175,0.04762
176,0.04279
178,0.02957
179,0.02196
180,0.01540
181,0.02739
182,0.03339
183,0.04296
184,0.04575
185,0.04224
187,0.01646
188,0.02250
190,0.02669
191,0.02893
192,0.07418
195,0.02418
196,0.03140
198,0.03859
201,0.02988
202,0.02772
203,0.02140
204,0.02461
207,0.03143
213,0.04101
219,0.02338
220,0.04571
222,0.03282
226,0.02145
228,0.07850
230,0.04795
231,0.02339
232,0.04260
233,0.02679
234,0.02144
236,0.03276
237,0.03167
238,0.04618
240,0.03210
241,0.02217
242,0.04450
243,0.03155
