id,target
0,0.02724
1,0.04716
2,0.02929
3,0.01320
4,0.01396
5,0.02117
6,0.03611
8,0.01983
10,0.05010
11,0.03396
12,0.03266
14,0.01765
15,0.05960
18,0.05378
21,0.05661
23,0.02952
24,0.04468
25,0.03547
27,0.04970
29,0.03327
30,0.01853
31,0.12894
32,0.05113
33,0.03754
37,0.03891
38,0.03980
39,0.06828
40,0.02602
41,0.02956
42,0.03385
44,0.02734
45,0.01993
47,0.04873
49,0.01593
51,0.04916
52,0.02584
53,0.05219
54,0.09271
55,0.01367
56,0.02127
57,0.16122
59,0.04976
60,0.04649
62,0.01517
63,0.09166
67,0.03322
68,0.01123
69,0.07670
70,0.03155
71,0.04836
73,0.03616
75,0.01880
76,0.01767
81,0.01158
82,0.02980
83,0.02543
86,0.03059
87,0.04717
88,0.02467
91,0.06427
92,0.02488
94,0.01691
97,0.04274
100,0.02645
102,0.03430
103,0.02020
105,0.04492
106,0.09892
108,0.03762
113,0.07648
114,0.01861
115,0.02949
118,0.06560
122,0.02706
124,0.04408
126,0.04019
128,0.05530
129,0.06774
130,0.03873
131,0.02765
132,0.03898
133,0.01871
134,0.05007
135,0.06378
136,0.01759
139,0.00728
140,0.02709
141,0.07468
146,0.03140
148,0.02071
151,0.01525
152,0.03723
154,0.04041
157,0.02799
158,0.01313
159,0.07518
161,0.02493
164,0.03154
165,0.05393
167,0.03544
168,0.06060
169,0.03715
171,0.04144
172,0.05721
173,0.01281
174,0.03543
175,0.04224
176,0.03230
178,0.04232
179,0.01632
180,0.01985
181,0.01177
182,0.14094
183,0.04979
184,0.09254
185,0.03194
187,0.03534
188,0.02024
190,0.02517
191,0.03353
192,0.06779
195,0.03125
196,0.02496
198,0.06105
201,0.04698
202,0.05267
203,0.02171
204,0.01587
207,0.02747
213,0.02923
219,0.02370
220,0.03013
222,0.07885
226,0.01191
228,0.10874
230,0.02493
231,0.02204
232,0.04156
233,0.01889
234,0.00875
236,0.03777
237,0.02983
238,0.07725
240,0.05947
241,0.02017
242,0.05369
243,0.03271
245,0.01823
246,0.03203
247,0.02302
249,0.05593
250,0.02665
251,0.01777
252,0.02155
253,0.01422
254,0.05026
255,0.06569
256,0.03512
257,0.02714
258,0.02288
259,0.09485
260,0.00819
262,0.01678
267,0.02623
268,0.03275
270,0.01066
272,0.01768
273,0.02436
274,0.02331
275,0.01085
276,0.03040
277,0.04192
278,0.08991
279,0.04648
281,0.03530
282,0.02727
283,0.03622
287,0.03519
288,0.06243
289,0.03609
290,0.01199
291,0.04840
292,0.13561
293,0.04461
294,0.02480
295,0.02116
296,0.12189
297,0.05513
298,0.03700
299,0.07539
300,0.03618
303,0.03150
304,0.05621
308,0.01322
314,0.11115
315,0.02444
317,0.04467
318,0.08889
320,0.06894
322,0.05410
323,0.01727
327,0.03219
329,0.12741
331,0.01812
332,0.15331
333,0.10120
334,0.02531
335,0.02303
336,0.04566
337,0.03228
341,0.04688
343,0.02806
345,0.04084
347,0.02503
348,0.04910
349,0.03613
352,0.01662
353,0.01928
354,0.05063
355,0.02780
356,0.03383
357,0.01268
358,0.02558
359,0.02797
361,0.05854
362,0.03259
365,0.05326
366,0.05546
368,0.02736
369,0.02873
371,0.02191
373,0.01845
376,0.02799
377,0.02114
379,0.04113
381,0.02197
382,0.01880
383,0.01871
384,0.04310
385,0.02080
386,0.04097
387,0.02035
388,0.06719
390,0.01552
391,0.02933
392,0.10395
393,0.02260
394,0.02421
396,0.02730
400,0.03235
402,0.02466
403,0.01673
405,0.02988
407,0.03464
409,0.05096
411,0.04776
412,0.01526
414,0.14562
415,0.02664
416,0.01512
418,0.01924
419,0.02420
421,0.01078
422,0.04970
423,0.03391
424,0.04803
426,0.01482
427,0.13144
428,0.03516
436,0.05546
438,0.05017
442,0.02631
443,0.02652
445,0.02371
446,0.02633
447,0.02069
450,0.05618
452,0.01907
453,0.03532
455,0.02778
458,0.06048
459,0.01102
461,0.04459
463,0.01322
467,0.03873
470,0.04244
471,0.02701
472,0.02903
476,0.08416
477,0.02583
481,0.03708
482,0.07034
483,0.08830
485,0.03829
487,0.01374
488,0.02303
490,0.02432
492,0.02256
494,0.03978
497,0.09008
499,0.02143
500,0.03454
501,0.03739
503,0.02267
505,0.02563
506,0.04218
507,0.03574
509,0.04633
510,0.06800
511,0.04924
512,0.01153
514,0.02919
515,0.02132
516,0.02479
517,0.14797
519,0.02374
520,0.03792
521,0.02813
522,0.04448
523,0.05699
527,0.03396
530,0.08420
532,0.02865
534,0.02435
536,0.03320
539,0.02720
543,0.02205
547,0.03806
550,0.03561
551,0.05424
552,0.03508
553,0.05686
555,0.04066
556,0.02803
557,0.02380
558,0.03882
559,0.02289
560,0.01819
561,0.03081
565,0.02830
566,0.03103
567,0.04128
571,0.03988
572,0.04621
574,0.01373
575,0.01669
576,0.07032
577,0.06034
578,0.01492
579,0.05565
581,0.00896
587,0.01638
589,0.01830
590,0.06725
591,0.01915
592,0.05153
593,0.02068
594,0.11663
595,0.05900
596,0.01057
597,0.03770
598,0.15668
600,0.02106
602,0.01296
605,0.02637
606,0.03474
607,0.01953
612,0.01105
613,0.02081
614,0.01951
615,0.01821
616,0.01812
617,0.01603
618,0.06596
620,0.03378
621,0.01733
622,0.02060
623,0.03963
628,0.04293
631,0.05282
632,0.02185
633,0.03158
634,0.06569
635,0.09130
637,0.03612
638,0.06409
640,0.02528
643,0.02581
644,0.08228
645,0.02799
646,0.03669
649,0.02918
651,0.05086
653,0.01690
654,0.06548
655,0.12915
656,0.02943
658,0.05902
659,0.01236
661,0.04830
662,0.02588
663,0.05157
664,0.09898
665,0.04871
667,0.02539
668,0.03897
671,0.03754
673,0.04135
674,0.05097
675,0.01801
676,0.05720
677,0.01773
678,0.02017
679,0.03121
680,0.02785
681,0.04258
682,0.03580
683,0.02182
684,0.02247
686,0.08646
687,0.06142
688,0.07521
690,0.02991
691,0.03715
692,0.10154
693,0.03574
694,0.04204
695,0.01593
696,0.01401
698,0.04629
699,0.02353
702,0.02553
703,0.00884
705,0.14001
706,0.06214
707,0.02467
708,0.01243
709,0.07720
710,0.08125
713,0.02166
714,0.02613
715,0.04843
716,0.06217
717,0.04958
718,0.01035
719,0.02274
720,0.03500
721,0.03219
723,0.03119
724,0.05979
726,0.02355
728,0.10758
730,0.01932
732,0.02216
734,0.01843
735,0.05637
737,0.01485
738,0.06129
741,0.06095
742,0.03435
743,0.01538
746,0.03401
747,0.03432
749,0.03343
750,0.06127
752,0.03990
755,0.05010
757,0.02035
758,0.02776
759,0.03626
765,0.02284
766,0.01730
