id,target
0,0.03130
1,0.03746
2,0.03478
3,0.02910
4,0.02842
5,0.02925
6,0.03500
8,0.03187
10,0.04341
11,0.03173
12,0.03120
14,0.02931
15,0.04066
18,0.03566
21,0.03952
23,0.03921
24,0.03467
25,0.03607
27,0.04673
29,0.03397
30,0.03516
31,0.03595
32,0.04339
33,0.03667
37,0.02981
38,0.03274
39,0.04563
40,0.03256
41,0.03576
42,0.03355
44,0.03081
45,0.03485
47,0.03138
49,0.02981
51,0.03452
52,0.03100
53,0.03548
54,0.04707
55,0.03358
56,0.03522
57,0.04436
59,0.04459
60,0.03706
62,0.02872
63,0.05341
67,0.03833
68,0.02780
69,0.04671
70,0.03575
71,0.03862
73,0.03605
75,0.03723
76,0.03026
81,0.02800
82,0.03704
83,0.03074
86,0.03061
87,0.03646
88,0.03093
91,0.03893
92,0.03541
94,0.03059
97,0.03565
100,0.03696
102,0.03513
103,0.03151
105,0.03584
106,0.04463
108,0.03604
113,0.04792
114,0.03542
115,0.03408
118,0.03917
122,0.02846
124,0.03025
126,0.03176
128,0.03667
129,0.03639
130,0.04229
131,0.04468
132,0.04386
133,0.02837
134,0.04408
135,0.04100
136,0.03104
139,0.03122
140,0.03536
141,0.03944
146,0.03176
148,0.03386
151,0.02885
152,0.04183
154,0.03185
157,0.03315
158,0.02819
159,0.04434
161,0.03522
164,0.03535
165,0.04473
167,0.03376
168,0.03842
169,0.03593
171,0.03491
172,0.04215
173,0.02969
174,0.03571
175,0.03679
176,0.04051
178,0.03509
179,0.03082
180,0.02946
181,0.02572
182,0.03997
183,0.03687
184,0.04592
185,0.03439
187,0.02851
188,0.03230
190,0.03283
191,0.03406
192,0.05432
195,0.03382
196,0.03870
198,0.03849
201,0.03188
202,0.03339
203,0.03211
204,0.02967
207,0.03347
213,0.04334
219,0.03057
220,0.03588
222,0.04024
226,0.03243
228,0.04823
230,0.03679
231,0.03182
232,0.03982
233,0.03613
234,0.02691
236,0.03886
237,0.03371
238,0.04335
240,0.03567
241,0.02906
242,0.03784
243,0.03512
245,0.03607
246,0.05040
247,0.03215
249,0.04900
250,0.03734
251,0.02914
252,0.03938
253,0.02964
254,0.03608
255,0.04796
256,0.03712
257,0.03269
258,0.03837
259,0.04772
260,0.02551
262,0.02837
267,0.03175
268,0.03043
270,0.02928
272,0.03535
273,0.03114
274,0.04007
275,0.03963
276,0.03207
277,0.03479
278,0.03968
279,0.04229
281,0.03982
282,0.03286
283,0.03820
287,0.03459
288,0.03851
289,0.03802
290,0.03518
291,0.03877
292,0.05234
293,0.03636
294,0.03314
295,0.03058
296,0.05243
297,0.03260
298,0.03550
299,0.04162
300,0.03961
303,0.04099
304,0.03794
308,0.02916
314,0.04538
315,0.03854
317,0.03342
318,0.04725
320,0.04336
322,0.03807
323,0.03550
327,0.04104
329,0.04383
331,0.03441
332,0.05170
333,0.03919
334,0.03205
335,0.03042
336,0.03696
337,0.04291
341,0.04145
343,0.03032
345,0.04218
347,0.03132
348,0.03008
349,0.03256
352,0.03415
353,0.02795
354,0.03839
355,0.03248
356,0.04108
357,0.03549
358,0.03216
359,0.03310
361,0.03427
362,0.03671
365,0.03770
366,0.04031
368,0.03593
369,0.03347
371,0.03008
373,0.03347
376,0.03321
377,0.03955
379,0.03629
381,0.03196
382,0.03657
383,0.03354
384,0.03466
385,0.03819
386,0.03797
387,0.03637
388,0.04586
390,0.03676
391,0.03343
392,0.03980
393,0.04333
394,0.03286
396,0.03721
400,0.03284
402,0.05493
403,0.03258
405,0.03245
407,0.03783
409,0.04337
411,0.03341
412,0.02961
414,0.05859
415,0.03475
416,0.02760
418,0.03272
419,0.03617
421,0.02782
422,0.05322
423,0.03955
424,0.04284
426,0.02855
427,0.04581
428,0.03939
436,0.03712
438,0.03507
442,0.03328
443,0.03273
445,0.03577
446,0.03495
447,0.02935
450,0.04135
452,0.03044
453,0.03750
455,0.03422
458,0.05044
459,0.02813
461,0.03709
463,0.02767
467,0.05249
470,0.03910
471,0.04100
472,0.03004
476,0.04420
477,0.03597
481,0.03687
482,0.03970
483,0.04811
485,0.03424
487,0.03607
488,0.03315
490,0.04000
492,0.03739
494,0.04661
497,0.04368
499,0.03640
500,0.03791
501,0.03250
503,0.03407
505,0.03235
506,0.03740
507,0.03874
509,0.04263
510,0.03625
511,0.04038
512,0.02852
514,0.04133
515,0.02883
516,0.03476
517,0.04837
519,0.03859
520,0.04513
521,0.03083
522,0.03638
523,0.03612
527,0.03870
530,0.04058
532,0.03370
534,0.03163
536,0.04430
539,0.03070
543,0.03061
547,0.03909
550,0.03976
551,0.04298
552,0.03250
553,0.04568
555,0.03322
556,0.03664
557,0.02997
558,0.04020
559,0.03184
560,0.03251
561,0.03606
565,0.03606
566,0.03341
567,0.03448
571,0.03257
572,0.03403
574,0.03090
575,0.03010
576,0.04052
577,0.04461
578,0.03238
579,0.03827
581,0.02401
587,0.03186
589,0.03104
590,0.04538
591,0.03509
592,0.03895
593,0.03294
594,0.04609
595,0.04941
596,0.02765
597,0.03432
598,0.04780
600,0.03057
602,0.02734
605,0.03271
606,0.04011
607,0.03581
612,0.02574
613,0.03705
614,0.02989
615,0.03844
616,0.03937
617,0.03295
618,0.04905
620,0.03013
621,0.02967
622,0.03035
623,0.03422
628,0.03232
631,0.03598
632,0.02861
633,0.03493
634,0.03855
635,0.04939
637,0.04017
638,0.04939
640,0.04309
643,0.03600
644,0.05973
645,0.03962
646,0.03282
649,0.03633
651,0.03894
653,0.02764
654,0.04070
655,0.05228
656,0.03147
658,0.04069
659,0.02678
661,0.03945
662,0.03635
663,0.04916
664,0.05512
665,0.03699
667,0.03275
668,0.03580
671,0.03775
673,0.03848
674,0.04731
675,0.02888
676,0.03736
677,0.02976
678,0.03279
679,0.04092
680,0.03096
681,0.04476
682,0.03883
683,0.03520
684,0.03480
686,0.03892
687,0.04251
688,0.04235
690,0.02997
691,0.03631
692,0.04794
693,0.03413
694,0.03579
695,0.03124
696,0.03360
698,0.03866
699,0.03113
702,0.03736
703,0.02443
705,0.04395
706,0.04075
707,0.03537
708,0.03339
709,0.04826
710,0.05450
713,0.04412
714,0.03611
715,0.04387
716,0.04225
