id,target
0,0.03307
1,0.04059
2,0.03598
3,0.03163
4,0.03136
5,0.03216
6,0.03718
8,0.03447
10,0.04513
11,0.03288
12,0.03383
14,0.03170
15,0.04159
18,0.03747
21,0.04130
23,0.04233
24,0.03666
25,0.03923
27,0.05046
29,0.03501
30,0.03893
31,0.03727
32,0.04495
33,0.04013
37,0.03109
38,0.03419
39,0.05002
40,0.03542
41,0.03773
42,0.03552
44,0.03368
45,0.03689
47,0.03278
49,0.03173
51,0.03700
52,0.03358
53,0.03770
54,0.04821
55,0.03739
56,0.03916
57,0.04566
59,0.04731
60,0.03892
62,0.03221
63,0.05475
67,0.04206
68,0.03086
69,0.04920
70,0.03688
71,0.04083
73,0.03720
75,0.04078
76,0.03236
81,0.02986
82,0.03978
83,0.03354
86,0.03210
87,0.03878
88,0.03408
91,0.04102
92,0.03752
94,0.03265
97,0.03767
100,0.03927
102,0.03788
103,0.03456
105,0.03762
106,0.04607
108,0.03830
113,0.04995
114,0.03897
115,0.03694
118,0.04191
122,0.03081
124,0.03242
126,0.03391
128,0.03735
129,0.03822
130,0.04313
131,0.04978
132,0.04788
133,0.03108
134,0.04925
135,0.04414
136,0.03409
139,0.03533
140,0.03785
141,0.04020
146,0.03398
148,0.03737
151,0.03160
152,0.04288
154,0.03363
157,0.03610
158,0.03127
159,0.04453
161,0.03828
164,0.03876
165,0.04590
167,0.03667
168,0.03950
169,0.03932
171,0.03636
172,0.04381
173,0.03135
174,0.03812
175,0.03924
176,0.04412
178,0.03656
179,0.03352
180,0.03182
181,0.02835
182,0.03954
183,0.03886
184,0.04744
185,0.03471
187,0.03031
188,0.03541
190,0.03633
191,0.03658
192,0.05712
195,0.03687
196,0.04120
198,0.04004
201,0.03337
202,0.03486
203,0.03469
204,0.03243
207,0.03623
213,0.04731
219,0.03314
220,0.03840
222,0.04212
226,0.03623
228,0.04901
230,0.04024
231,0.03551
232,0.04204
233,0.04023
234,0.02952
236,0.04248
237,0.03685
238,0.04499
240,0.03726
241,0.03144
242,0.03855
243,0.03720
245,0.04049
246,0.05360
247,0.03463
249,0.05431
250,0.04053
251,0.03218
252,0.04275
253,0.03286
254,0.03819
255,0.04974
256,0.03993
257,0.03614
258,0.04155
259,0.04900
260,0.02805
262,0.03111
267,0.03352
268,0.03265
270,0.03148
272,0.03916
273,0.03313
274,0.04543
275,0.04314
276,0.03374
277,0.03583
278,0.04050
279,0.04466
281,0.04304
282,0.03610
283,0.04092
287,0.03679
288,0.04097
289,0.04137
290,0.03903
291,0.03909
292,0.05232
293,0.03941
294,0.03621
295,0.03308
296,0.05427
297,0.03512
298,0.03801
299,0.04171
300,0.04273
303,0.04333
304,0.04109
308,0.03190
314,0.04644
315,0.04189
317,0.03626
318,0.04922
320,0.04524
322,0.03995
323,0.03941
327,0.04485
329,0.04310
331,0.03796
332,0.05280
333,0.04138
334,0.03464
335,0.03225
336,0.03872
337,0.04577
341,0.04548
343,0.03258
345,0.04240
347,0.03320
348,0.03145
349,0.03488
352,0.03755
353,0.03072
354,0.04060
355,0.03525
356,0.04436
357,0.03994
358,0.03521
359,0.03610
361,0.03627
362,0.03925
365,0.03888
366,0.04150
368,0.03900
369,0.03522
371,0.03282
373,0.03579
376,0.03489
377,0.04287
379,0.03659
381,0.03533
382,0.03999
383,0.03579
384,0.03639
385,0.04110
386,0.04129
387,0.04018
388,0.04520
390,0.04024
391,0.03641
392,0.03997
393,0.04829
394,0.03533
396,0.04020
400,0.03351
402,0.06012
403,0.03552
405,0.03405
407,0.03957
409,0.04675
411,0.03569
412,0.03214
414,0.05961
415,0.03734
416,0.02967
