id,target
0,0.03830
1,0.05301
2,0.04063
3,0.01262
4,0.01565
5,0.02124
6,0.03160
8,0.01659
10,0.05790
11,0.02648
12,0.03684
14,0.01764
15,0.05113
18,0.07278
21,0.05511
23,0.02583
24,0.05240
25,0.03982
27,0.03200
29,0.04092
30,0.01761
31,0.08470
32,0.05299
33,0.02548
37,0.04122
38,0.04063
39,0.06081
40,0.03092
41,0.03445
42,0.04692
44,0.03060
45,0.02199
47,0.04287
49,0.02235
51,0.05055
52,0.02947
53,0.05560
54,0.09751
55,0.01888
56,0.02193
57,0.13969
59,0.06082
60,0.04280
62,0.01416
63,0.10010
67,0.03594
68,0.01415
69,0.07122
70,0.03158
71,0.07699
73,0.05397
75,0.02841
76,0.02324
81,0.01866
82,0.02396
83,0.02378
86,0.03552
87,0.04051
88,0.02554
91,0.06450
92,0.02950
94,0.01948
97,0.04140
100,0.03261
102,0.03292
103,0.02783
105,0.04541
106,0.10319
108,0.03911
113,0.06821
114,0.03849
115,0.02705
118,0.06403
122,0.02504
124,0.07266
126,0.04449
128,0.04013
129,0.04805
130,0.03334
131,0.02847
132,0.03550
133,0.01999
134,0.04895
135,0.05756
136,0.01563
139,0.01712
140,0.02238
141,0.07330
146,0.03049
148,0.02350
151,0.02117
152,0.03754
154,0.03690
157,0.02966
158,0.01508
159,0.06862
161,0.03649
164,0.02442
165,0.06378
167,0.03757
168,0.06475
169,0.05120
171,0.04112
172,0.05828
173,0.01552
174,0.03796
175,0.04412
176,0.02518
178,0.05633
179,0.01850
180,0.02531
181,0.01361
182,0.13204
183,0.04786
184,0.07593
185,0.03909
187,0.04293
188,0.02111
190,0.02967
191,0.02522
192,0.04214
195,0.04329
196,0.01949
198,0.07250
201,0.04305
202,0.04954
203,0.03443
204,0.02399
207,0.02697
213,0.02972
219,0.02218
220,0.02695
222,0.08131
226,0.00924
228,0.10682
230,0.02361
231,0.02357
232,0.03765
233,0.02379
234,0.01242
236,0.04654
237,0.01821
238,0.05883
240,0.06858
241,0.02429
242,0.05173
243,0.03752
245,0.01747
246,0.03594
247,0.02528
249,0.05192
250,0.04339
251,0.01808
252,0.01365
253,0.00974
254,0.04625
255,0.09608
256,0.03879
257,0.03269
258,0.03112
259,0.08814
260,0.00941
262,0.01754
267,0.03447
268,0.03711
270,0.01007
272,0.01849
273,0.02966
274,0.02148
275,0.03032
276,0.03053
277,0.03679
278,0.08977
279,0.04768
281,0.03615
282,0.03272
283,0.03752
287,0.02448
288,0.08097
289,0.04100
290,0.01425
291,0.04743
292,0.17186
293,0.03783
294,0.04188
295,0.01750
296,0.10163
297,0.05062
298,0.03842
299,0.09060
300,0.03133
303,0.02204
304,0.04323
308,0.01829
314,0.14784
315,0.01847
317,0.04281
318,0.07944
320,0.06339
322,0.04478
323,0.01680
327,0.03477
329,0.13461
331,0.02270
332,0.15460
333,0.09640
334,0.03540
335,0.02128
336,0.03643
337,0.02574
341,0.07241
343,0.04080
345,0.03513
347,0.02308
348,0.04232
349,0.03581
352,0.01614
353,0.02097
354,0.03982
355,0.02854
356,0.04354
357,0.01583
358,0.03572
359,0.03275
361,0.05150
362,0.04601
365,0.06088
366,0.06052
368,0.03300
369,0.04296
371,0.02304
373,0.01937
376,0.04439
377,0.02355
379,0.03528
381,0.02467
382,0.02022
383,0.02848
384,0.04333
385,0.02152
386,0.03442
387,0.01781
388,0.08326
390,0.02419
391,0.03403
392,0.10816
393,0.02028
394,0.03291
396,0.03148
400,0.02495
402,0.02766
403,0.01530
405,0.02896
407,0.04416
409,0.04372
411,0.04658
412,0.01581
414,0.14939
415,0.03273
416,0.01135
418,0.03279
419,0.02336
421,0.01464
422,0.05141
423,0.03801
424,0.06230
426,0.01642
427,0.15319
428,0.02311
436,0.06043
438,0.07152
442,0.02330
443,0.03171
445,0.02439
446,0.02382
447,0.02527
450,0.07249
452,0.01600
453,0.03256
455,0.02624
458,0.05825
459,0.01778
461,0.04683
463,0.01356
467,0.03933
470,0.05128
471,0.02361
472,0.04356
476,0.10793
477,0.02304
481,0.02601
482,0.06805
483,0.08615
485,0.03567
487,0.01891
488,0.01768
490,0.02389
492,0.01826
494,0.03818
497,0.09543
499,0.02405
500,0.03702
501,0.03818
503,0.02215
505,0.03019
506,0.04826
507,0.03797
509,0.06284
510,0.05542
511,0.03742
512,0.01408
514,0.02807
515,0.01586
516,0.02171
517,0.21247
519,0.02189
520,0.03049
521,0.02425
