id,target
0,0.03040
1,0.03722
2,0.03174
3,0.01823
4,0.01776
5,0.02039
6,0.04083
8,0.01772
10,0.08045
11,0.02354
12,0.02651
14,0.02058
15,0.04114
18,0.04716
21,0.03390
23,0.03341
24,0.03924
25,0.02731
27,0.03141
29,0.03723
30,0.02453
31,0.03301
32,0.04532
33,0.02874
37,0.02149
38,0.04290
39,0.05092
40,0.03150
41,0.05419
42,0.03393
44,0.02860
45,0.02329
47,0.03742
49,0.02690
51,0.03217
52,0.01972
53,0.02805
54,0.04679
55,0.02543
56,0.04908
57,0.05599
59,0.03669
60,0.04000
62,0.03193
63,0.07028
67,0.05370
68,0.01409
69,0.06968
70,0.02878
71,0.04813
73,0.04561
75,0.03522
76,0.03432
81,0.02060
82,0.02769
83,0.03013
86,0.02340
87,0.04235
88,0.01976
91,0.05380
92,0.03505
94,0.01960
97,0.02387
100,0.04116
102,0.04864
103,0.03555
105,0.02536
106,0.02855
108,0.02562
113,0.06427
114,0.05691
115,0.03053
118,0.06071
122,0.02179
124,0.03602
126,0.03340
128,0.02804
129,0.03655
130,0.05286
131,0.03927
132,0.06762
133,0.02630
134,0.03615
135,0.04361
136,0.01733
139,0.02066
140,0.03073
141,0.05107
146,0.02455
148,0.02795
151,0.02268
152,0.03623
154,0.01998
157,0.02690
158,0.01502
159,0.06703
161,0.03995
164,0.02443
165,0.04889
167,0.02180
168,0.04641
169,0.03187
171,0.02624
172,0.05637
173,0.03075
174,0.03079
175,0.06159
176,0.02871
178,0.03007
179,0.02655
180,0.01692
181,0.02179
182,0.03253
183,0.05797
184,0.04009
185,0.04118
187,0.01895
188,0.02574
190,0.02817
191,0.03442
192,0.05139
195,0.02829
196,0.03483
198,0.03067
201,0.03836
202,0.03285
203,0.02636
204,0.02890
207,0.03137
213,0.04206
219,0.02515
220,0.02354
222,0.04452
226,0.01824
228,0.09497
230,0.03692
231,0.02283
232,0.03251
233,0.02957
234,0.01711
236,0.04331
237,0.02306
238,0.05753
240,0.03327
241,0.02241
242,0.05627
243,0.02862
245,0.02551
246,0.07447
247,0.02458
249,0.05865
250,0.03357
251,0.01682
252,0.02481
253,0.01955
254,0.04547
255,0.09163
256,0.03740
257,0.02844
258,0.03903
259,0.04418
260,0.01325
262,0.02076
267,0.03680
268,0.02292
270,0.01912
272,0.03204
273,0.02580
274,0.02744
275,0.04739
276,0.02138
277,0.03778
278,0.02960
279,0.05385
281,0.03411
282,0.04420
283,0.05101
287,0.03271
288,0.03478
289,0.03429
290,0.02614
291,0.03881
292,0.07123
293,0.02509
294,0.02404
295,0.01568
296,0.08744
297,0.01992
298,0.04082
299,0.04084
300,0.05254
303,0.05291
304,0.03621
308,0.01893
314,0.11558
315,0.02418
317,0.02914
318,0.04586
320,0.04990
322,0.03961
323,0.03367
327,0.05574
329,0.02962
331,0.02013
332,0.12226
333,0.05082
334,0.02451
335,0.02560
336,0.05246
337,0.04532
341,0.05486
343,0.02797
345,0.04563
347,0.02778
348,0.01817
349,0.02790
352,0.03521
353,0.01668
354,0.04722
355,0.02850
356,0.04239
357,0.02588
358,0.02776
359,0.03515
361,0.04607
362,0.04897
365,0.03280
366,0.05061
368,0.03580
369,0.02825
371,0.02412
373,0.03156
376,0.04258
377,0.03304
379,0.03399
381,0.02752
382,0.04342
383,0.02843
384,0.04043
385,0.04492
386,0.03798
387,0.02815
388,0.07697
390,0.04326
391,0.03170
392,0.04843
393,0.03598
394,0.03476
396,0.04812
400,0.02586
402,0.04405
403,0.02579
405,0.03002
407,0.03419
409,0.04334
411,0.02595
412,0.01410
414,0.05488
415,0.04436
416,0.01683
418,0.02718
419,0.02378
421,0.02381
422,0.05650
423,0.04253
424,0.05795
426,0.03235
427,0.04763
428,0.03733
436,0.03959
438,0.03178
442,0.02879
443,0.02228
445,0.03616
446,0.03869
447,0.03044
450,0.05988
452,0.01969
453,0.03729
455,0.03622
458,0.05671
459,0.02007
461,0.02577
463,0.01789
467,0.07049
470,0.03039
471,0.03446
472,0.02077
476,0.03440
477,0.04269
481,0.04976
482,0.04057
483,0.06022
485,0.02124
487,0.03521
488,0.02038
490,0.02808
492,0.02347
494,0.03848
497,0.08305
499,0.03120
500,0.05429
501,0.03425
503,0.02467
505,0.02819
506,0.03488
507,0.04162
509,0.05666
510,0.03825
511,0.04311
512,0.02159
514,0.02782
515,0.03937
516,0.03649
517,0.08703
519,0.04170
520,0.04395
521,0.02547
522,0.04392
523,0.03851
